Age,Frequency
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
22,0.005241308
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
23,0.006080766
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
24,0.007009812
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
25,0.008029418
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
26,0.009138843
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
27,0.010335414
